schema_version,profile_id,profile_build_id,reference_release_id,poet_id,poet_name,poem_id,title,relative_path,source_sha256,content_token_count,coordinate_1,coordinate_2,vad_valence_mean,vad_valence_sd,vad_arousal_mean,vad_arousal_sd,vad_dominance_mean,vad_dominance_sd,emotion_anger_proportion,emotion_anticipation_proportion,emotion_disgust_proportion,emotion_fear_proportion,emotion_joy_proportion,emotion_sadness_proportion,emotion_surprise_proportion,emotion_trust_proportion,concreteness_mean,concreteness_sd,lexical_rarity_mean,age_of_acquisition_mean,mattr,hdd,mtld,mean_content_word_length,noun_proportion,verb_proportion,adjective_proportion,adverb_proportion,mean_words_per_line,sd_words_per_line,mean_words_per_stanza,mean_lines_per_stanza,vad_valence_mean__eligible,vad_valence_sd__eligible,vad_arousal_mean__eligible,vad_arousal_sd__eligible,vad_dominance_mean__eligible,vad_dominance_sd__eligible,emotion_anger_proportion__eligible,emotion_anticipation_proportion__eligible,emotion_disgust_proportion__eligible,emotion_fear_proportion__eligible,emotion_joy_proportion__eligible,emotion_sadness_proportion__eligible,emotion_surprise_proportion__eligible,emotion_trust_proportion__eligible,concreteness_mean__eligible,concreteness_sd__eligible,lexical_rarity_mean__eligible,age_of_acquisition_mean__eligible,mattr__eligible,hdd__eligible,mtld__eligible,mean_content_word_length__eligible,noun_proportion__eligible,verb_proportion__eligible,adjective_proportion__eligible,adverb_proportion__eligible,mean_words_per_line__eligible,sd_words_per_line__eligible,mean_words_per_stanza__eligible,mean_lines_per_stanza__eligible,vad_valence_mean__matched,vad_valence_sd__matched,vad_arousal_mean__matched,vad_arousal_sd__matched,vad_dominance_mean__matched,vad_dominance_sd__matched,emotion_anger_proportion__matched,emotion_anticipation_proportion__matched,emotion_disgust_proportion__matched,emotion_fear_proportion__matched,emotion_joy_proportion__matched,emotion_sadness_proportion__matched,emotion_surprise_proportion__matched,emotion_trust_proportion__matched,concreteness_mean__matched,concreteness_sd__matched,lexical_rarity_mean__matched,age_of_acquisition_mean__matched,mattr__matched,hdd__matched,mtld__matched,mean_content_word_length__matched,noun_proportion__matched,verb_proportion__matched,adjective_proportion__matched,adverb_proportion__matched,mean_words_per_line__matched,sd_words_per_line__matched,mean_words_per_stanza__matched,mean_lines_per_stanza__matched
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-fa19ae39f8264098,Dreams,Edgar Allan Poe/Dreams.txt,cf3967815bc3521c768c42bbbec96c2511de0e6ae2c7dd8c5e1d256184c9d8af,112,-0.0606377671151,-0.295381523204,0.652594059406,0.226396083662,0.444405940594,0.179476696864,0.529212871287,0.172802802773,0.0178571428571,0.107142857143,0,0.0357142857143,0.116071428571,0.0535714285714,0.0535714285714,0.0803571428571,2.89514563107,0.928235474056,2.50905492368,6.37387230693,0.900952380952,0.888347926971,140.4928,5.25892857143,0.526785714286,0.178571428571,0.232142857143,0.0625,7.80555555556,1.72915272194,93.6666666667,12,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,36,36,3,3,102,102,102,102,102,102,83,83,83,83,83,83,83,83,103,103,109,101,112,112,112,112,112,112,112,112,36,36,3,3
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-59574da915b32056,Eldorado,Edgar Allan Poe/Eldorado.txt,b74b12a54a16d48903a7c0a1a5fbd69832993cecae8f5f4afe291736fad8f610,34,-0.284052033753,0.00341015219885,0.641967741935,0.220579147359,0.480370967742,0.188591082117,0.520838709677,0.212012377419,0,0.147058823529,0,0.0294117647059,0.147058823529,0.0588235294118,0,0.147058823529,3.51757575758,0.928785555388,2.58642621829,5.69657903226,,,107.893333333,5.20588235294,0.441176470588,0.352941176471,0.0882352941176,0.117647058824,3.875,0.970931683144,31,8,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24,24,3,3,31,31,31,31,31,31,28,28,28,28,28,28,28,28,33,33,33,31,34,34,34,34,34,34,34,34,24,24,3,3
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-af926c75f91f79b8,Eulalie,Edgar Allan Poe/Eulalie.txt,12cdb68bdef57beab1df9778b30ec1ebf939933a85d85329230008a3f0534ea9,62,-0.167946913434,-0.0430910456613,0.627645454545,0.227546711942,0.441190909091,0.182759814832,0.489945454545,0.206598351501,0,0.0483870967742,0.0161290322581,0.0322580645161,0.0645161290323,0.0645161290323,0,0.0645161290323,3.44083333333,1.01604181618,2.63666863499,6.24066398077,0.821538461538,0.851842058875,60.9624968474,4.96774193548,0.451612903226,0.112903225806,0.338709677419,0.0967741935484,6.18181818182,2.83863545382,136,22,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,22,22,1,1,56,56,56,56,56,56,36,36,36,36,36,36,36,36,60,60,60,52,62,62,62,62,62,62,62,62,22,22,1,1
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-ff40aa9bf59a2f3c,Evening Star,Edgar Allan Poe/Evening Star.txt,4e74a3390241b4e9bb520e7cab8218284f2aa119f449a4330616afa197513a18,48,-0.251746521787,0.0801710331533,0.595659090909,0.213133621466,0.460965909091,0.165495619199,0.496897727273,0.167157913212,0.0208333333333,0.0416666666667,0,0.0416666666667,0.125,0.0625,0.0208333333333,0.0833333333333,3.39909090909,1.0459984751,2.59314918448,6.19602255814,,0.846947738252,80.64,4.70833333333,0.520833333333,0.125,0.208333333333,0.145833333333,4.47826086957,0.972203468478,51.5,11.5,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,23,23,2,2,44,44,44,44,44,44,34,34,34,34,34,34,34,34,44,44,45,43,48,48,48,48,48,48,48,48,23,23,2,2
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-5e9678253de409d4,Fairyland,Edgar Allan Poe/Fairyland.txt,6de16cd3ef076b181f7ed40046adb485c31ffbd0910427f25594a2f24c81d469,97,-0.0814804037094,0.195988307627,0.571188235294,0.206803885168,0.419917647059,0.200468625198,0.463217647059,0.170905244594,0.0103092783505,0.0824742268041,0,0.0309278350515,0.0721649484536,0.0515463917526,0.0309278350515,0.0721649484536,3.4743956044,1.05111997704,2.60603739462,6.24185969231,0.95,0.946469750407,239.501818182,5.07216494845,0.587628865979,0.19587628866,0.154639175258,0.0618556701031,4.89130434783,1.1837350774,225,46,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,46,46,1,1,86,86,86,86,86,86,69,69,69,69,69,69,69,69,91,91,95,91,97,97,97,97,97,97,97,97,46,46,1,1
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-f87521c0b4c4d1ec,For Annie,Edgar Allan Poe/For Annie.txt,447c57396c22e78d73d34f1a4b53957d7a69e5270782dde1acee5817a6eb807f,179,-0.0580725035024,-0.119874239111,0.541162337662,0.308389895332,0.463097402597,0.23672908428,0.46536038961,0.174966133056,0.0782122905028,0.100558659218,0.072625698324,0.111731843575,0.0949720670391,0.111731843575,0.0391061452514,0.0502793296089,3.28207100592,1.03639902058,2.6620979203,6.05819218987,0.805538461538,0.906057832144,115.488757253,5.4748603352,0.458100558659,0.296089385475,0.134078212291,0.111731843575,4.37254901961,1.10188402496,29.7333333333,6.8,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,102,102,15,15,154,154,154,154,154,154,128,128,128,128,128,128,128,128,169,169,175,158,179,179,179,179,179,179,179,179,102,102,15,15
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a3bfb8787d411682,Hymn. Translation from the Greek,Edgar Allan Poe/Hymn. Translation from the Greek.txt,f5bf101f19601d77dd5eca2411ab19d01e1239ffafa0ff87f98fe227efe0a694,45,0.825996860182,-0.0755465863281,0.652486842105,0.296039504095,0.529473684211,0.237471686605,0.599921052632,0.19524635337,0.0888888888889,0.111111111111,0.0444444444444,0.111111111111,0.177777777778,0.0888888888889,0.0666666666667,0.155555555556,3.02897435897,1.02656208643,3.18144323565,7.9441624,,0.979292929293,567,5.64444444444,0.622222222222,0.177777777778,0.2,0,6.625,1.4086784587,26.5,4,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,16,16,4,4,38,38,38,38,38,38,28,28,28,28,28,28,28,28,39,39,42,40,45,45,45,45,45,45,45,45,16,16,4,4
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-7734eee7e9ee2245,Hymn,Edgar Allan Poe/Hymn.txt,222c269b5cdc0172fe18f2ad8756e474e2bb5b34be2717e0dfd8e80de97254e7,28,0.0567272462766,-0.18151604666,0.611980769231,0.261548733537,0.440134615385,0.203575140054,0.48075,0.183017719298,0.0714285714286,0.142857142857,0.0357142857143,0.0357142857143,0.178571428571,0.0714285714286,0.0714285714286,0.142857142857,2.9944,0.980910108012,2.78643051356,6.46962616667,,,219.52,4.75,0.535714285714,0.214285714286,0.214285714286,0.0357142857143,6.66666666667,0.849836585599,80,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,12,12,1,1,26,26,26,26,26,26,21,21,21,21,21,21,21,21,25,25,28,24,28,28,28,28,28,28,28,28,12,12,1,1
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-4e588495123e6f4f,Imitation,Edgar Allan Poe/Imitation.txt,f7eeec979aeed4681bd998bc5d15f9a4f8292a8a0ea98fc6beb452291a8bbf63,43,-0.131533966368,-0.370581598411,0.6303125,0.204975202387,0.39705,0.166675275611,0.5248,0.167786650244,0.0232558139535,0.186046511628,0,0.046511627907,0.0697674418605,0.0697674418605,0.093023255814,0.046511627907,2.68325,0.925622459483,2.29950942109,6.55525243902,,0.839977851606,73.96,5.27906976744,0.558139534884,0.209302325581,0.232558139535,0,5.5,1.0246950766,110,20,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,20,20,1,1,40,40,40,40,40,40,34,34,34,34,34,34,34,34,40,40,42,41,43,43,43,43,43,43,43,43,20,20,1,1
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-545eb0e0efb586ba,In Youth I have known one,Edgar Allan Poe/In Youth I have known one.txt,7584c44c774bc6390102d0f782bce6dbb352212d3553ff464f64233eebdda104,119,0.0381477011343,-0.140201188211,0.604347619048,0.21198894989,0.48160952381,0.182365005271,0.545028571429,0.185477720759,0.0588235294118,0.100840336134,0.0252100840336,0.0672268907563,0.109243697479,0.0588235294118,0.0504201680672,0.0840336134454,3.04925233645,1.04528554515,2.54246214026,6.56469038095,0.915142857143,0.933917417467,198.254,5.23529411765,0.571428571429,0.210084033613,0.168067226891,0.0504201680672,8.10526315789,1.98400808684,44,5.42857142857,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,38,38,7,7,105,105,105,105,105,105,87,87,87,87,87,87,87,87,107,107,113,105,119,119,119,119,119,119,119,119,38,38,7,7
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a8dd66265440e15c,Israfel,Edgar Allan Poe/Israfel.txt,e617adc80df1aa90553d66012ad2d0a5e8284d96d701dd4d6efbc1e1bdca3c81,99,0.161605603211,0.0369513610846,0.621096774194,0.240013051371,0.457704301075,0.211929046208,0.508688172043,0.165385130749,0.030303030303,0.181818181818,0.030303030303,0.0606060606061,0.272727272727,0.0808080808081,0.0606060606061,0.141414141414,3.24912087912,1.0473164539,2.92082334568,6.59664165116,0.962,0.93835366074,196.02,5.05050505051,0.515151515152,0.222222222222,0.212121212121,0.0505050505051,4.98039215686,1.51450756999,31.75,6.375,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,51,51,8,8,93,93,93,93,93,93,72,72,72,72,72,72,72,72,91,91,97,86,99,99,99,99,99,99,99,99,51,51,8,8
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a88c53cea1c54bd9,Lenore,Edgar Allan Poe/Lenore.txt,01c8ac3e59bb6b57234530d3447b5c5914cb57a3bbfe90b893c32dd151c4fe46,126,-0.10070359179,-0.321552753726,0.518390350877,0.301850751424,0.474254385965,0.181822754998,0.476359649123,0.187389610882,0.0793650793651,0.0793650793651,0.0634920634921,0.103174603175,0.126984126984,0.190476190476,0.0793650793651,0.0873015873016,3.25157894737,0.988810714815,2.52714658763,6.37902756897,0.852727272727,0.906030705178,153.285517241,4.69047619048,0.452380952381,0.238095238095,0.246031746032,0.0634920634921,11.9230769231,0.916644252909,77.5,6.5,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,26,26,4,4,116,116,116,116,116,116,93,93,93,93,93,93,93,93,114,114,123,116,126,126,126,126,126,126,126,126,26,26,4,4
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c854159c8c4b7c60,Romance,Edgar Allan Poe/Romance.txt,ae4dd2c745d95fd150618f75c8e4d11318876aba199ffdab3873055d3b77643a,63,-0.285083012067,-0.0246423731936,0.55835,0.238133948651,0.419275,0.214161026352,0.470858333333,0.160881791275,0.047619047619,0.0634920634921,0.015873015873,0.015873015873,0.0793650793651,0.0634920634921,0.031746031746,0.0793650793651,3.3075,1.10032817074,2.48705994681,5.86676842373,0.92,0.947516641065,222.264,4.74603174603,0.444444444444,0.238095238095,0.206349206349,0.111111111111,6.38095238095,0.843811673651,67,10.5,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,21,21,2,2,61,61,61,61,61,61,53,53,53,53,53,53,53,53,60,60,62,59,63,63,63,63,63,63,63,63,21,21,2,2
